Problem,Status,User time,Failure,Version,Preprocessing time,...number of literals in the above,...of the previous two non-trivial,...of these trivial,...remaining for further processing,...subsumed,BW rewrite match attempts,BW rewrite match successes,Backward-rewritten,Backward-subsumed,Clause-clause subsumption calls (NU),Clauses deleted for lack of memory,Condensation attempts,Condensation successes,Contextual simplify-reflections,Current number of archived clauses,Current number of archived formulas,Current number of processed clauses,Current number of unprocessed clauses,Equation resolutions,Factorizations,Generated clauses,Initial clauses,Initial clauses in saturation,Maximum resident set size,Negative unit clauses,Non-unit clause-clause subsumptions,Non-unit-clauses,Other redundant clauses eliminated,Paramodulations,Parsed axioms,Positive orientable unit clauses,Positive unorientable unit clauses,Processed clauses,Proof object clause conjectures,Proof object clause steps,Proof object conjectures,Proof object formula conjectures,Proof object formula steps,Proof object generating inferences,Proof object given clauses,Proof object initial clauses used,Proof object initial formulas used,Proof object simplifying inferences,Proof object total steps,Proof search given clauses,Rec. Clause-clause subsumption calls,Removed by relevancy pruning/SinE,Removed in clause preprocessing,Rewrite failures with RHS unbound,System time,Total time,Unit Clause-clause subsumption calls,Filename,Heuristic,Type,Equational
CSR029+4.p,T,4.836,success,1.9.1pre005,1.631,46580,11179,1928,21827,604,142,112,114,5,8164022,0,0,0,133,21947,0,21707,31022,1,0,17968,44218,44215,250640,739,670,7175,1,17967,44217,13793,0,24360,6,30,9,3,17,6,17,10,9,10,47,21828,7149927,0,3,0,0.178,5.014,2654998,172366514.txt,0010_evo,horn,equational
CSR029+5.p,F,-,maxtime,1.9.1pre005,32.571,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,172366516.txt,0010_evo,horn,equational
CSR029+6.p,F,-,maxtime,1.9.1pre005,233.733,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,172366518.txt,0010_evo,horn,equational
CSR030+1.p,T,0.010,success,1.9.1pre005,0.011,37,15,0,51,8,0,0,0,0,119,0,0,0,0,51,0,51,15,0,0,28,59,59,3192,3,7,28,0,28,58,20,0,59,5,17,8,3,12,3,9,7,6,4,29,51,94,0,0,0,0.002,0.012,77,172366520.txt,0010_evo,horn,non-equational
CSR030+2.p,T,0.087,success,1.9.1pre005,0.033,1279,1098,2,1359,49,3,0,0,0,90367,0,0,0,0,1359,0,1359,821,0,0,1199,1133,1133,11748,209,31,700,0,1199,1132,450,0,1410,7,18,10,3,12,4,10,7,6,3,30,1359,78212,0,0,0,0.003,0.090,42194,172366522.txt,0010_evo,horn,non-equational
CSR030+3.p,T,0.558,success,1.9.1pre005,0.205,9033,4254,448,5706,311,105,21,21,0,750183,0,0,0,3,5727,0,5685,5795,0,0,5258,8007,8007,53584,403,293,2177,0,5258,8006,3105,0,6465,7,18,10,3,12,4,10,7,6,3,30,5706,660841,0,0,0,0.025,0.583,520618,172366524.txt,0010_evo,horn,non-equational
CSR030+4.p,T,4.656,success,1.9.1pre005,1.638,44415,9512,1992,21151,497,131,101,101,0,7411950,0,0,0,91,21252,0,21049,30087,1,0,17369,44218,44215,248804,728,579,6887,1,17368,44217,13434,0,23640,7,18,10,3,12,4,10,7,6,3,30,21151,6426170,0,3,0,0.147,4.803,2357150,172366526.txt,0010_evo,horn,equational
CSR030+5.p,F,-,maxtime,1.9.1pre005,32.482,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,172366528.txt,0010_evo,horn,equational
CSR030+6.p,F,-,maxtime,1.9.1pre005,232.711,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,172366530.txt,0010_evo,horn,equational
CSR031+1.p,T,0.011,success,1.9.1pre005,0.012,83,8,0,28,1,0,0,0,0,23,0,0,0,0,28,0,28,35,0,0,14,56,56,3176,2,1,11,0,14,56,15,0,29,4,13,6,2,9,3,7,5,5,1,22,28,20,0,0,0,0.001,0.012,7,172366532.txt,0010_evo,horn,non-equational
CSR031+2.p,T,0.028,success,1.9.1pre005,0.033,1938,9,0,29,1,0,0,0,0,13,0,0,0,0,29,0,29,1111,0,0,12,1132,1132,6756,5,1,5,0,12,1132,19,0,30,3,10,5,2,7,2,5,4,4,1,17,29,12,0,0,0,0.006,0.034,25,172366534.txt,0010_evo,horn,non-equational
CSR031+3.p,T,0.190,success,1.9.1pre005,0.203,12958,15,5,62,7,0,0,0,0,75,0,0,0,0,62,0,62,7947,0,0,17,8006,8006,28280,4,7,11,0,17,8006,47,0,74,4,10,6,2,7,2,5,4,4,2,17,62,68,0,0,0,0.017,0.207,39,172366536.txt,0010_evo,horn,non-equational
CSR031+4.p,T,1.533,success,1.9.1pre005,1.583,65358,18,4,78,7,0,0,0,0,55,0,0,0,0,78,0,78,44143,0,0,20,44217,44214,131644,8,7,11,0,20,44217,59,0,89,4,10,6,2,7,2,5,4,4,2,17,78,48,0,3,0,0.068,1.601,90,172366538.txt,0010_evo,horn,equational
CSR031+5.p,T,155.556,success,1.9.1pre005,32.608,813068,35074,1095,106267,293,5365,5365,5365,0,335833633,0,0,0,1,111632,0,100901,467583,1,0,35159,540250,540243,4834308,5263,279,33702,1,35158,540250,61936,0,107655,5,13,7,2,9,3,7,5,5,2,22,106267,306743078,0,7,0,2.708,158.264,110104038,172366540.txt,0010_evo,horn,equational
CSR031+6.p,F,-,maxtime,1.9.1pre005,232.186,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,172366542.txt,0010_evo,horn,equational
CSR032+1.p,T,0.007,success,1.9.1pre005,0.012,108,5,0,26,0,0,0,0,0,9,0,0,0,0,26,0,26,48,0,0,6,69,69,3220,1,0,9,0,6,68,16,0,26,2,16,5,3,12,4,9,6,6,1,28,26,9,0,0,0,0.005,0.013,2,172366544.txt,0010_evo,horn,non-equational
CSR032+2.p,T,0.045,success,1.9.1pre005,0.033,1229,123,2,656,2,3,0,0,0,16958,0,0,0,0,656,0,656,596,0,0,131,1133,1133,9632,30,2,282,0,131,1132,344,0,660,2,7,5,3,6,1,3,3,3,1,13,656,16713,0,0,0,0.004,0.048,3411,172366546.txt,0010_evo,horn,non-equational
CSR032+3.p,T,0.281,success,1.9.1pre005,0.204,8814,582,243,3122,247,18,18,18,0,235883,0,0,0,2,3140,0,3104,4977,0,0,608,8007,8007,41444,107,179,1051,0,608,8006,1946,0,3612,2,7,5,3,6,1,3,3,3,1,13,3122,209534,0,0,0,0.029,0.310,66003,172366548.txt,0010_evo,horn,non-equational
CSR032+4.p,T,2.738,success,1.9.1pre005,1.586,46269,1020,1135,13456,454,63,63,63,0,3826777,0,0,0,68,13519,0,13392,30190,1,0,1087,44218,44215,195184,353,313,4115,1,1086,44217,8924,0,15045,2,7,5,3,6,1,3,3,3,1,13,13456,3616908,0,3,0,0.116,2.854,951233,172366550.txt,0010_evo,horn,equational
CSR032+5.p,T,291.894,success,1.9.1pre005,32.709,789113,23712,1408,113784,2137,5453,5453,5471,0,394668885,0,0,0,1,119255,0,108312,446544,1,0,29586,540251,540244,5137940,9947,280,37276,1,29585,540250,61089,0,117329,3,9,6,3,7,1,4,3,3,3,16,113784,360083141,0,7,0,3.051,294.945,270661910,172366552.txt,0010_evo,horn,equational
CSR032+6.p,F,-,maxtime,1.9.1pre005,231.249,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,172366554.txt,0010_evo,horn,equational
CSR033+1.p,T,0.013,success,1.9.1pre005,0.011,80,195,8,150,43,4,4,38,0,913,0,0,0,1,188,0,112,37,0,0,267,63,63,3468,4,37,39,0,267,62,69,0,201,6,55,9,3,27,16,36,16,15,21,82,150,835,0,0,0,0.002,0.015,410,172366556.txt,0010_evo,horn,non-equational
CSR033+2.p,T,1.646,success,1.9.1pre005,0.033,19869,21062,182,7386,622,10,7,52,1,932864,0,0,0,0,7439,0,7333,13994,0,0,22195,1133,1133,34984,4207,121,2259,0,22195,1132,867,0,8190,6,57,9,3,27,17,39,16,15,25,84,7386,848901,0,0,0,0.020,1.666,7380947,172366558.txt,0010_evo,horn,non-equational
CSR033+3.p,T,46.055,success,1.9.1pre005,0.206,394743,367530,1647,29084,1173,2603,44,303,6,7636585,0,0,0,122,29393,0,28775,343407,0,0,370691,8007,8007,356400,16264,960,7306,0,370691,8006,5205,0,31904,6,47,9,3,23,12,30,14,13,21,70,29084,7294667,0,0,0,0.292,46.347,114790286,172366560.txt,0010_evo,horn,non-equational
CSR033+4.p,F,-,maxtime,1.9.1pre005,1.634,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,172366562.txt,0010_evo,horn,equational
CSR033+5.p,F,-,maxtime,1.9.1pre005,32.521,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,172366564.txt,0010_evo,horn,equational
CSR033+6.p,F,-,maxtime,1.9.1pre005,231.454,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,172366566.txt,0010_evo,horn,equational
CSR034+1.p,T,0.011,success,1.9.1pre005,0.012,53,39,0,79,10,6,6,10,0,169,0,0,0,0,89,0,69,21,0,0,37,72,72,3480,6,8,24,0,37,71,39,0,89,4,65,7,3,23,16,39,19,18,24,88,79,165,0,0,0,0.002,0.013,118,172366568.txt,0010_evo,horn,non-equational
CSR034+2.p,T,6.179,success,1.9.1pre005,0.033,59603,59651,217,13799,8708,12,9,23,0,3422202,0,0,0,0,13822,0,13776,38046,0,0,62317,1133,1133,63404,8531,567,3683,0,62317,1132,1562,0,22724,4,65,7,3,23,15,38,19,18,25,88,13799,3128692,0,0,0,0.057,6.236,32398140,172366570.txt,0010_evo,horn,non-equational
CSR034+3.p,T,0.290,success,1.9.1pre005,0.205,8817,453,240,3098,186,19,19,19,0,240152,0,0,0,2,3117,0,3079,4936,0,0,458,8007,8007,41180,108,184,1079,0,458,8006,1892,0,3524,2,10,5,3,8,2,5,4,4,1,18,3098,213790,0,0,0,0.025,0.315,71192,172366572.txt,0010_evo,horn,non-equational
CSR034+4.p,T,2.796,success,1.9.1pre005,1.584,46633,1207,1135,13658,251,64,64,64,0,3967353,0,0,0,68,13722,0,13593,30378,1,0,1255,44218,44215,195752,352,317,4314,1,1254,44217,8927,0,15044,2,7,5,3,6,1,3,3,3,1,13,13658,3750152,0,3,0,0.122,2.918,995482,172366574.txt,0010_evo,horn,equational
CSR034+5.p,T,290.969,success,1.9.1pre005,32.790,794468,25106,1374,113916,299,5454,5454,5489,0,398100531,0,0,0,1,119405,0,108426,449678,1,0,30767,540251,540244,5061772,9901,282,38285,1,30766,540250,60240,0,115589,3,9,6,3,7,1,4,3,3,3,16,113916,363601540,0,7,0,2.897,293.865,274268049,172366576.txt,0010_evo,horn,equational
CSR034+6.p,F,-,maxtime,1.9.1pre005,228.359,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,172366578.txt,0010_evo,horn,equational
CSR035+1.p,T,0.010,success,1.9.1pre005,0.012,55,0,0,15,0,0,0,0,0,4,0,0,0,0,16,0,15,24,0,0,1,40,40,3144,2,0,6,0,1,39,7,0,16,4,7,7,3,5,0,3,3,2,3,12,16,4,0,0,0,0.002,0.012,3,172366580.txt,0010_evo,horn,non-equational
CSR035+2.p,T,0.042,success,1.9.1pre005,0.033,1273,107,2,612,0,3,0,0,0,14700,0,0,0,0,613,0,612,625,0,0,108,1133,1133,9372,29,0,260,0,108,1132,323,0,615,4,7,7,3,5,0,3,3,2,3,12,613,14571,0,0,0,0.006,0.048,3205,172366582.txt,0010_evo,horn,non-equational
CSR035+3.p,T,0.303,success,1.9.1pre005,0.208,8835,421,238,3044,181,19,19,19,0,239323,0,0,0,2,3064,0,3025,4964,0,0,423,8007,8007,40912,106,182,1071,0,423,8006,1848,0,3464,4,7,7,3,5,0,3,3,2,3,12,3045,212147,0,0,0,0.012,0.315,70652,172366584.txt,0010_evo,horn,non-equational
CSR035+4.p,T,2.768,success,1.9.1pre005,1.585,46484,931,1126,13587,241,61,61,61,0,3933038,0,0,0,59,13649,0,13525,30191,1,0,935,44218,44215,195500,352,298,4305,1,934,44217,8868,0,14955,4,7,7,3,5,0,3,3,2,3,12,13588,3716830,0,3,0,0.109,2.877,994906,172366586.txt,0010_evo,horn,equational
CSR035+5.p,T,286.919,success,1.9.1pre005,32.633,794724,27218,1299,113845,295,5508,5508,5947,38,378605428,0,0,0,1,119831,0,107859,451929,1,0,30928,540251,540244,4966960,9723,279,36350,1,30927,540250,61786,0,115440,4,7,7,3,5,0,3,3,2,3,12,113846,344330027,0,7,0,3.040,289.959,262928170,172366588.txt,0010_evo,horn,equational
CSR035+6.p,F,-,maxtime,1.9.1pre005,227.580,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,172366590.txt,0010_evo,horn,equational
CSR036+1.p,T,0.057,success,1.9.1pre005,0.013,1952,2291,27,985,453,0,0,0,0,25701,0,0,0,0,985,0,985,1001,0,0,3032,175,175,6580,290,96,416,0,3032,174,279,0,1465,2,128,5,3,41,58,92,35,35,4,169,985,23720,0,0,0,0.004,0.061,38763,172366592.txt,0010_evo,horn,non-equational
CSR036+2.p,T,11.922,success,1.9.1pre005,0.033,240700,147401,402,17646,1992,19,16,70,3,3179494,0,0,0,0,17719,0,17573,128474,0,0,149770,1133,1133,133100,11911,366,4087,0,149770,1132,1575,0,20040,7,127,10,3,39,59,92,34,34,3,166,17646,2623197,0,0,0,0.096,12.019,64098729,172366594.txt,0010_evo,horn,non-equational
CSR036+3.p,F,-,maxtime,1.9.1pre005,0.210,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,172366596.txt,0010_evo,horn,non-equational
CSR036+4.p,F,-,maxtime,1.9.1pre005,1.583,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,172366598.txt,0010_evo,horn,equational
CSR036+5.p,F,-,maxtime,1.9.1pre005,32.547,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,172366600.txt,0010_evo,horn,equational
CSR036+6.p,F,-,maxtime,1.9.1pre005,233.048,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,172366602.txt,0010_evo,horn,equational
CSR037+1.p,T,0.011,success,1.9.1pre005,0.012,117,2,0,15,0,0,0,0,0,1,0,0,0,0,15,0,15,54,0,0,4,67,67,3208,1,0,3,0,4,66,11,0,15,5,14,8,3,9,2,6,5,4,6,23,15,1,0,0,0,0.001,0.012,0,172366604.txt,0010_evo,horn,non-equational
CSR037+2.p,T,0.030,success,1.9.1pre005,0.033,1900,9,0,58,0,0,0,0,0,66,0,0,0,0,59,0,58,1083,0,0,9,1133,1133,7016,11,0,15,0,9,1132,32,0,59,5,14,8,3,9,2,7,5,4,5,23,59,57,0,0,0,0.005,0.035,90,172366606.txt,0010_evo,horn,non-equational
CSR037+3.p,T,0.193,success,1.9.1pre005,0.204,12749,10,9,239,6,0,0,0,0,973,0,0,0,0,239,0,239,7763,0,0,12,8007,8007,28808,33,6,35,0,12,8006,171,0,254,5,14,8,3,9,2,6,5,4,6,23,239,780,0,0,0,0.017,0.210,729,172366608.txt,0010_evo,horn,non-equational
CSR037+4.p,T,1.556,success,1.9.1pre005,1.583,64976,22,7,437,6,0,0,0,0,709,0,0,0,0,437,0,437,43787,0,0,37,44218,44215,132708,99,6,36,0,37,44217,302,0,450,5,14,8,3,9,2,6,5,4,6,23,437,546,0,3,0,0.049,1.605,4830,172366610.txt,0010_evo,horn,equational
CSR037+5.p,T,32.608,success,1.9.1pre005,32.611,908643,7,2,9555,11,0,0,0,0,2347733,0,0,0,0,9556,0,9555,530682,0,0,10,540251,540244,1760396,1563,6,1841,0,10,540250,6151,0,9569,5,14,8,3,9,2,7,5,4,5,23,9556,2205253,0,7,0,1.136,33.744,1910846,172366612.txt,0010_evo,horn,equational
CSR037+6.p,T,228.495,success,1.9.1pre005,231.136,5314458,15,0,12025,49,0,0,0,0,5286514,0,0,0,0,12026,0,12023,3329903,2,0,18,3341983,3341963,9116396,4654,11,1631,2,16,3341978,5738,0,12075,5,14,8,3,9,2,7,5,4,5,23,12026,2507347,0,20,0,6.759,235.254,11653481,172366614.txt,0010_evo,horn,equational
CSR038+1.p,T,0.011,success,1.9.1pre005,0.012,0,28,0,89,13,0,0,0,0,429,0,0,0,0,89,0,89,0,0,0,59,74,74,3516,1,13,53,0,59,73,35,0,102,5,16,8,3,11,4,9,6,6,4,27,89,416,0,0,0,0.003,0.014,32,172366616.txt,0010_evo,horn,non-equational
CSR038+2.p,T,15.547,success,1.9.1pre005,0.033,318862,175375,711,23239,19852,5,2,0,3,16694511,0,0,0,112,23242,0,23236,132702,0,0,179738,1133,1133,157388,12192,1491,9131,0,179738,1132,1913,0,43802,5,16,8,3,11,4,9,6,6,4,27,23239,15387473,0,0,0,0.121,15.668,69574861,172366618.txt,0010_evo,horn,non-equational
CSR038+3.p,F,-,maxtime,1.9.1pre005,0.205,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,172366620.txt,0010_evo,horn,non-equational
CSR038+4.p,F,-,maxtime,1.9.1pre005,1.579,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,172366622.txt,0010_evo,horn,equational
CSR038+5.p,F,-,maxtime,1.9.1pre005,32.575,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,172366624.txt,0010_evo,horn,equational
CSR038+6.p,F,-,maxtime,1.9.1pre005,228.543,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,172366626.txt,0010_evo,horn,equational
CSR039+1.p,T,0.058,success,1.9.1pre005,0.014,2221,2403,21,1026,391,0,0,0,0,63301,0,0,0,0,1026,0,1026,1137,0,0,3070,172,172,6580,207,83,603,0,3070,171,216,0,1438,14,116,17,3,38,52,83,32,32,3,154,1026,60683,0,0,0,0.005,0.063,22334,172366628.txt,0010_evo,horn,non-equational
CSR039+2.p,T,8.885,success,1.9.1pre005,0.034,154391,101854,410,15520,1740,9,6,6,1,2858474,0,0,0,0,15527,0,15513,85316,0,0,104086,1133,1133,101064,10132,331,3968,0,104086,1132,1413,0,17670,4,116,7,3,36,54,84,31,31,3,152,15520,2413263,0,0,0,0.062,8.948,48851038,172366630.txt,0010_evo,horn,non-equational
CSR039+3.p,F,-,maxtime,1.9.1pre005,0.205,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,172366632.txt,0010_evo,horn,non-equational
CSR039+4.p,F,-,maxtime,1.9.1pre005,1.588,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,172366634.txt,0010_evo,horn,equational
CSR039+5.p,F,-,maxtime,1.9.1pre005,32.611,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,172366636.txt,0010_evo,horn,equational
CSR039+6.p,F,-,maxtime,1.9.1pre005,232.141,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,172366638.txt,0010_evo,horn,equational
CSR040+1.p,T,0.012,success,1.9.1pre005,0.013,168,32,0,101,0,0,0,0,0,680,0,0,0,0,101,0,101,78,0,0,35,147,147,3872,0,0,53,0,35,146,48,0,101,3,61,6,3,42,19,39,21,21,2,103,101,668,0,0,0,0.003,0.015,3,172366640.txt,0010_evo,horn,non-equational
CSR040+2.p,T,0.044,success,1.9.1pre005,0.033,1297,116,2,606,0,0,0,0,0,14252,0,0,0,0,606,0,606,641,0,0,118,1133,1133,9380,28,0,257,0,118,1132,321,0,608,8,61,11,3,42,19,39,21,21,2,103,606,14139,0,0,0,0.003,0.047,3372,172366642.txt,0010_evo,horn,non-equational
CSR040+3.p,T,0.275,success,1.9.1pre005,0.205,8981,333,237,2858,178,71,13,13,0,225541,0,0,0,0,2871,0,2845,5067,0,0,337,8007,8007,40120,96,178,1035,0,337,8006,1714,0,3273,8,61,11,3,42,19,39,21,21,1,103,2858,199925,0,0,0,0.028,0.303,58596,172366644.txt,0010_evo,horn,non-equational
CSR040+4.p,T,2.608,success,1.9.1pre005,1.586,47420,846,1131,12848,180,409,56,56,0,3667700,0,0,0,0,12904,0,12791,30902,1,0,852,44218,44215,191540,283,180,4270,1,851,44217,8238,0,14159,11,61,14,3,42,19,39,21,21,1,103,12848,3458312,0,3,0,0.085,2.693,652233,172366646.txt,0010_evo,horn,equational
CSR040+5.p,T,156.932,success,1.9.1pre005,32.551,797093,23395,3629,108142,293,780033,4508,4508,0,367644009,0,0,0,1,112650,0,103633,451496,1,0,29336,540251,540244,5128532,5328,279,36064,1,29335,540250,62241,0,112064,7,61,10,3,42,19,39,21,21,1,103,108142,334821614,0,7,0,2.787,159.720,106316036,172366648.txt,0010_evo,horn,equational
CSR040+6.p,F,-,maxtime,1.9.1pre005,232.835,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,172366650.txt,0010_evo,horn,equational
CSR041+1.p,T,0.011,success,1.9.1pre005,0.011,103,5,1,29,0,0,0,0,0,22,0,0,0,0,29,0,29,49,0,0,9,74,74,3228,3,0,9,0,9,73,17,0,30,4,10,7,3,9,2,5,4,4,2,19,29,22,0,0,0,0.001,0.012,8,172366652.txt,0010_evo,horn,non-equational
CSR041+2.p,T,0.033,success,1.9.1pre005,0.033,1537,22,1,343,0,1,1,1,0,3657,0,0,0,0,344,0,342,811,0,0,24,1133,1133,8320,14,0,117,0,24,1132,211,0,344,4,10,7,3,9,2,5,4,4,2,19,343,3647,0,0,0,0.007,0.040,190,172366654.txt,0010_evo,horn,non-equational
CSR041+3.p,T,0.213,success,1.9.1pre005,0.205,11616,42,61,1012,21,36,12,12,0,24203,0,0,0,0,1024,0,1000,6955,0,0,46,8007,8007,32224,41,21,352,0,46,8006,607,0,1094,4,10,7,3,9,2,5,4,4,2,19,1012,17882,0,0,0,0.016,0.229,3151,172366656.txt,0010_evo,horn,non-equational
CSR041+4.p,T,2.326,success,1.9.1pre005,1.638,49362,278,1095,11016,53,381,28,28,0,3050604,0,0,0,0,11044,0,10987,32329,1,0,281,44218,44215,184156,114,53,3771,1,280,44217,7102,0,12164,4,10,7,3,9,2,5,4,4,2,19,11016,2875884,0,3,0,0.106,2.433,36686,172366658.txt,0010_evo,horn,equational
CSR041+5.p,T,39.345,success,1.9.1pre005,33.002,868512,11,568,38947,100,1,1,1,0,59225571,0,0,0,0,38948,0,38945,500640,1,0,13,540251,540244,1857956,1565,95,11197,1,12,540250,26183,0,39615,4,10,7,3,9,2,5,4,4,2,19,38947,52275283,0,7,0,1.188,40.533,6339137,172366660.txt,0010_evo,horn,equational
CSR041+6.p,F,-,maxtime,1.9.1pre005,228.267,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,172366662.txt,0010_evo,horn,equational
CSR042+1.p,T,0.011,success,1.9.1pre005,0.010,41,0,0,11,3,0,0,0,0,5,0,0,0,0,11,0,11,17,0,0,1,31,31,3060,2,3,6,0,1,30,3,0,14,4,10,7,3,7,1,4,4,3,3,17,11,5,0,0,0,0.000,0.011,1,172366664.txt,0010_evo,horn,non-equational
CSR042+2.p,T,0.028,success,1.9.1pre005,0.033,1921,6,0,44,0,0,0,0,0,14,0,0,0,0,44,0,44,1095,0,0,7,1133,1133,6756,10,0,6,0,7,1132,28,0,44,4,10,7,3,7,1,4,4,3,3,17,44,14,0,0,0,0.006,0.034,65,172366666.txt,0010_evo,horn,non-equational
CSR042+3.p,T,0.193,success,1.9.1pre005,0.203,12870,1,3,142,5,0,0,0,0,62,0,0,0,0,142,0,142,7858,0,0,3,8007,8007,28276,33,5,11,0,3,8006,98,0,150,4,10,7,3,7,1,4,4,3,3,17,142,62,0,0,0,0.015,0.208,834,172366668.txt,0010_evo,horn,non-equational
CSR042+4.p,T,1.544,success,1.9.1pre005,1.584,65088,1,5,334,5,0,0,0,0,44,0,0,0,0,334,0,334,43872,0,0,3,44218,44215,131916,99,5,11,0,3,44217,224,0,344,4,10,7,3,7,1,4,4,3,3,17,334,44,0,3,0,0.062,1.606,4746,172366670.txt,0010_evo,horn,equational
CSR042+5.p,T,32.888,success,1.9.1pre005,32.887,908729,0,1,9484,10,0,0,0,0,2309990,0,0,0,0,9484,0,9484,530749,0,0,1,540251,540244,1757756,1562,5,1821,0,1,540250,6101,0,9495,4,10,7,3,7,1,4,4,3,3,17,9484,2169271,0,7,0,1.128,34.016,1904975,172366672.txt,0010_evo,horn,equational
